0.912806, 1.30498, 1.34461, 1.17182, 1.32725, 1.37685, 1.47081, 1.39681, 1.46132, 1.37476, 1.58345, 1.55378, 1.57653, 1.70722, 1.68429, 1.82955, 1.76111, 2.27968, 2.28903, 3.0602
13.7049, 26.7136, 28.8629, 27.0876, 25.2087, 30.7338, 25.9503, 27.6211, 25.68, 30.3919, 27.0015, 28.1608, 26.4937, 37.2925, 24.2813, 28.1312, 22.5772, 41.7036, 22.1245, 29.0093
1.39391, 1.47711, 1.35379, 1.7715, 1.44256, 1.49068, 1.45377, 1.54449, 1.51577, 1.62691, 1.61138, 1.6479, 1.62133, 1.7567, 1.85844, 1.80708, 1.94556, 2.20194, 2.11601, 1.55982
13.7472, 26.6461, 29.0171, 27.1528, 25.282, 30.7278, 25.9036, 27.7058, 25.7321, 30.3581, 27.0453, 28.2335, 26.548, 37.299, 24.3118, 28.1963, 22.5632, 41.7735, 22.1739, 29.044
14.0085, 27.0001, 29.2906, 27.4973, 25.6042, 31.1877, 26.3395, 28.2195, 26.1197, 30.7814, 27.336, 28.6722, 26.97, 37.7879, 24.8043, 28.6155, 23.0719, 42.2865, 22.6629, 29.4331
1.05944, 1.28983, 1.48053, 1.37604, 1.39989, 1.39105, 1.48213, 1.52545, 1.57114, 1.6436, 1.76702, 1.72523, 2.02183, 2.03169, 2.06913, 1.83791, 1.25736, 0.692608, 0.235831, 0.0386534
1.09235, 1.33605, 1.35089, 1.42125, 1.27576, 1.3696, 1.52754, 1.40177, 1.37527, 1.47288, 1.79809, 1.69466, 1.84496, 1.83687, 1.86121, 2.10614, 2.05252, 2.53507, 1.54317, 0.6678
13.7053, 26.7079, 28.9658, 27.1614, 25.2524, 30.7772, 25.9232, 27.7653, 25.8139, 30.4369, 26.9447, 28.2592, 26.5438, 37.2353, 24.3337, 28.1562, 22.645, 41.7649, 22.1314, 29.0832
1.11155, 1.10085, 1.10525, 1.07976, 1.08171, 1.09197, 1.21964, 1.11565, 3.17513, 1.35688, 1.32313, 1.1954, 1.2187, 1.41162, 1.33135, 1.39222, 1.44996, 1.48535, 1.59655, 2.41006
13.6951, 26.6265, 28.9679, 27.1474, 25.2994, 30.8037, 25.93, 27.6956, 25.6187, 30.3464, 26.9877, 28.1511, 26.5755, 37.3127, 24.3026, 28.1406, 22.617, 41.7352, 22.1395, 29.0592
13.6865, 26.6809, 29.0132, 27.1631, 25.2429, 30.7134, 25.9241, 27.7458, 26.0152, 30.4092, 26.9482, 28.1873, 26.5345, 37.409, 24.3026, 28.1201, 22.6253, 41.6738, 22.1776, 29.0302
13.6942, 26.6663, 28.9728, 27.1517, 25.2167, 30.7715, 25.9745, 27.7054, 25.8839, 30.4378, 26.9444, 28.1867, 26.5618, 37.2157, 24.3113, 28.1451, 22.6206, 41.7585, 22.1087, 29.0598
13.7131, 26.6576, 28.9777, 27.1519, 25.2347, 30.7715, 25.9061, 27.72, 25.7159, 30.3292, 27.0106, 28.1192, 26.5895, 37.2272, 24.36, 28.1145, 22.6367, 41.7691, 22.0777, 29.0819
1.9074, 2.04473, 1.84812, 1.98003, 1.95082, 1.97147, 2.14211, 1.97902, 2.29287, 2.19291, 2.2222, 2.08652, 2.18508, 2.3188, 2.32916, 2.36282, 2.41855, 2.97393, 2.56215, 1.91538
13.7196, 26.6508, 29.0438, 27.1905, 25.261, 30.7599, 25.8982, 27.7755, 25.8362, 30.3867, 26.968, 28.2076, 26.5981, 37.3894, 24.3332, 28.2424, 22.6298, 41.767, 22.1932, 29.0005
13.7331, 26.6134, 28.9619, 27.2054, 25.2606, 30.7817, 25.9487, 27.7756, 25.8109, 30.3471, 26.9976, 28.1977, 26.5665, 37.283, 24.3593, 28.1308, 22.6483, 41.8031, 22.1973, 29.0989
13.7222, 26.6164, 28.9212, 27.1425, 25.2692, 30.6856, 25.9099, 27.6362, 25.7568, 30.2786, 26.994, 28.1193, 26.5301, 37.2513, 24.3207, 28.2108, 22.5736, 41.7628, 22.1166, 29.0882
1.29833, 1.34653, 1.45348, 1.58628, 1.42251, 1.48558, 1.46833, 1.53516, 1.59961, 1.69006, 1.8084, 1.88511, 2.2056, 2.5839, 1.87526, 1.1736, 0.550476, 0.268487, -0.0600151, 0.0152972
1.1789, 1.07318, 1.0881, 1.24375, 1.24907, 1.18141, 1.20639, 1.46589, 1.36322, 1.28334, 1.43023, 1.41699, 1.554, 1.71818, 1.58543, 1.65197, 1.7443, 2.08765, 1.89135, 1.34944
13.7319, 26.661, 28.9855, 27.1963, 25.2479, 30.7921, 25.9544, 27.6762, 25.8856, 30.336, 26.9733, 28.1714, 26.576, 37.2492, 24.368, 28.0497, 22.5985, 41.7543, 22.2349, 29.0794
13.7099, 26.5783, 29.0146, 27.1014, 25.2779, 30.7928, 25.9102, 27.6764, 25.8451, 30.3404, 26.997, 28.094, 26.4891, 37.347, 24.2642, 28.1655, 22.572, 41.712, 22.132, 29.0617
13.7499, 26.6056, 28.9794, 27.1183, 25.2567, 30.7722, 25.9338, 27.6856, 25.8551, 30.2609, 26.9045, 28.1561, 26.4842, 37.2157, 24.2935, 28.0596, 22.5701, 41.6844, 22.1547, 29.0358
1.27082, 1.25777, 1.30332, 1.33911, 1.34763, 1.3183, 1.38324, 1.27848, 1.54967, 1.495, 1.6278, 1.49898, 1.50415, 1.7589, 1.62457, 1.74027, 1.91619, 2.31655, 2.22498, 2.16617
1.06902, 1.18352, 1.16031, 1.2209, 1.27475, 1.40774, 1.39579, 1.47682, 1.17443, 1.38064, 1.41992, 1.4165, 1.4949, 1.75377, 1.73259, 1.76606, 1.89248, 2.22738, 2.33129, 3.07202
13.6917, 26.6994, 28.9866, 27.0732, 25.2435, 30.6798, 25.9004, 27.7206, 26.0462, 30.3351, 27.0121, 28.1972, 26.5163, 37.2025, 24.2194, 28.155, 22.627, 41.7225, 22.0973, 28.9973
13.7202, 26.6758, 28.9911, 27.186, 25.2698, 30.8076, 25.9452, 27.7605, 25.859, 30.386, 27.0125, 28.2599, 26.6034, 37.4582, 24.3549, 28.2218, 22.6298, 41.8221, 22.1744, 29.0989
2.0125, 1.96105, 2.04068, 2.18837, 2.11245, 2.17742, 2.07877, 2.14208, 2.42901, 2.26226, 2.27222, 2.13204, 2.51403, 2.57967, 2.60891, 2.54974, 2.69199, 2.81272, 2.86172, 2.67145
1.14694, 1.28139, 1.24285, 1.20787, 1.17089, 1.21322, 1.25994, 1.50534, 1.49848, 1.64865, 1.67539, 1.66384, 1.73567, 1.74844, 1.88017, 1.93002, 1.93634, 2.36735, 2.45507, 2.52746
13.7361, 26.6404, 28.9517, 27.1767, 25.2389, 30.7436, 25.9619, 27.7605, 25.854, 30.3804, 26.9829, 28.1926, 26.599, 37.2503, 24.2939, 28.2312, 22.6007, 41.7988, 22.1545, 29.0421
13.6991, 26.6556, 28.9444, 27.1629, 25.2299, 30.7338, 25.9096, 27.6901, 25.6594, 30.3809, 26.8899, 28.2285, 26.4888, 37.3962, 24.3155, 28.1363, 22.6085, 41.7544, 22.1551, 29.1009
1.10003, 1.1869, 1.11969, 1.19426, 1.18027, 1.18053, 1.2253, 1.10564, 1.17094, 1.24901, 1.32245, 1.24673, 1.18612, 2.92603, 3.51479, 3.31365, 2.60579, 1.85225, 0.906972, 0.308442
1.11361, 1.43325, 1.46811, 1.49444, 1.38655, 1.47065, 1.45911, 1.57894, 1.62615, 1.57055, 1.86858, 1.90039, 2.05352, 2.18341, 2.00003, 1.47757, 0.861486, 0.402039, -0.029716, -0.021948
3.36109, 3.49921, 3.19763, 2.17999, 1.14632, 0.431234, 0.246406, -0.0138016, 0.000218902, -0.0211965, -0.0986186, 0.0160758, -0.0310751, 0.0118747, -0.0100538, 0.016321, -0.0557336, 0.0180998, -0.0182679, 0.0102519
13.7118, 26.6222, 29.002, 27.1777, 25.2694, 30.8134, 25.9449, 27.7848, 25.8453, 30.4373, 26.9485, 28.2127, 26.5617, 37.2215, 24.3241, 28.207, 22.6061, 41.7926, 22.1739, 29.0327
1.18732, 1.17138, 1.2257, 1.23756, 1.30949, 1.36539, 1.47275, 1.36293, 1.38644, 1.44301, 1.46751, 1.46931, 1.59897, 1.65231, 1.7809, 1.77687, 1.84838, 2.39699, 2.16086, 1.78142
13.7462, 26.6603, 29.0059, 27.1567, 25.2693, 30.7877, 25.9855, 27.75, 25.8469, 30.3693, 27.0834, 28.1354, 26.5987, 37.376, 24.2803, 28.2172, 22.6327, 41.8264, 22.2082, 29.0422
1.0026, 1.01514, 1.0208, 1.16418, 1.10812, 1.16348, 1.13635, 1.21444, 1.0617, 1.23804, 1.24403, 1.18935, 1.38848, 1.04783, 1.53449, 1.32577, 2.07136, 1.35839, 2.09305, 1.72841
2.1808, 2.11696, 2.12212, 2.00334, 2.14012, 2.17671, 2.31454, 2.22546, 2.29038, 2.23917, 2.39383, 2.27705, 2.3981, 2.60426, 2.45048, 2.61029, 2.66717, 2.85298, 2.84594, 2.9621
13.77, 26.6761, 28.9981, 27.1769, 25.2249, 30.7447, 25.907, 27.7504, 25.9536, 30.3746, 27.098, 28.2237, 26.6076, 37.2017, 24.3161, 28.1805, 22.6607, 41.6758, 22.1543, 28.9878
13.7242, 26.6576, 29.0129, 27.1672, 25.2653, 30.8139, 25.9666, 27.721, 25.828, 30.3975, 26.968, 28.1968, 26.5575, 37.2083, 24.3422, 28.2072, 22.6421, 41.8285, 22.1394, 29.0125
1.97619, 2.84384, 2.83249, 2.95711, 2.9219, 3.0719, 3.43874, 3.43695, 3.22268, 3.25858, 1.9948, 1.15708, 0.468362, 0.256977, -0.0114048, -0.0240873, -0.0552687, -0.0538635, -0.048567, -0.0415629
13.7202, 26.6424, 29.0086, 27.181, 25.2732, 30.819, 25.9704, 27.7699, 25.8204, 30.4257, 26.9723, 28.2132, 26.6035, 37.3478, 24.3605, 28.2215, 22.63, 41.7714, 22.1544, 29.0731
13.7589, 26.7217, 29.0125, 27.2266, 25.2604, 30.7557, 25.9663, 27.7355, 25.8609, 30.3524, 27.0496, 28.2232, 26.5484, 37.3483, 24.2987, 28.1768, 22.6246, 41.7056, 22.2125, 28.981
1.08262, 1.43898, 1.1803, 1.3729, 1.36998, 1.29071, 1.41593, 1.44608, 1.53151, 1.6146, 1.70663, 1.59665, 1.74804, 1.95978, 1.97773, 2.08526, 2.04563, 1.75262, 0.989061, 0.173859
13.7242, 26.6451, 28.9988, 27.2365, 25.2386, 30.787, 25.9893, 27.8199, 25.8094, 30.3637, 27.0603, 28.1768, 26.599, 37.1729, 24.3682, 28.2226, 22.6293, 41.875, 22.1626, 29.0043
1.06134, 1.12515, 1.13278, 1.1341, 1.15017, 1.1749, 1.20577, 1.16019, 1.09455, 1.19216, 1.36584, 1.16957, 1.22715, 1.83485, 2.56335, 1.42144, 1.48925, 1.53434, 1.53897, 2.03669
13.6331, 26.5364, 28.8423, 27.04, 25.1837, 30.6875, 25.8036, 27.6866, 25.6327, 30.3406, 26.8148, 28.1304, 26.4258, 37.1338, 24.1867, 28.0271, 22.5037, 41.659, 21.9152, 28.9771
13.7637, 26.6758, 28.9988, 27.0981, 25.2908, 30.8084, 25.9401, 27.7451, 25.6583, 30.381, 27.075, 28.2339, 26.6214, 37.4587, 24.3513, 28.1064, 22.6562, 41.8519, 22.1693, 29.1507
0.986514, 1.11064, 0.933016, 1.06148, 1.10774, 1.16507, 1.26474, 1.17961, 1.21978, 2.52645, 1.22198, 1.26218, 1.29944, 1.3819, 1.3391, 1.28094, 1.32603, 1.35197, 1.53501, 2.41125
1.06249, 1.10253, 2.10889, 3.09192, 1.1366, 1.30213, 1.31481, 1.15056, 1.19821, 1.27772, 1.26387, 1.30869, 1.24307, 1.43951, 1.34959, 1.31299, 1.47538, 1.48132, 1.67875, 2.06702
13.7599, 26.7453, 29.021, 27.1909, 25.2821, 30.7754, 25.961, 27.7755, 25.7932, 30.4203, 27.0933, 28.2285, 26.5844, 37.1586, 24.3511, 28.125, 22.6151, 41.9492, 22.1822, 29.1217
13.7562, 26.6667, 28.9183, 27.2012, 25.256, 30.7269, 26.014, 27.7458, 25.8663, 30.3812, 26.9528, 28.1714, 26.6032, 37.3683, 24.3201, 28.2172, 22.6533, 41.6949, 22.1776, 29.0561
1.80269, 1.64789, 1.82972, 1.89484, 1.99138, 2.05529, 2.07381, 1.8404, 2.01469, 1.87901, 2.23996, 2.04417, 2.37024, 2.2401, 2.35874, 2.17368, 2.69276, 2.50543, 2.85767, 2.05506
1.86126, 1.1022, 1.7247, 1.07976, 1.88577, 1.03239, 2.01649, 1.06626, 2.06525, 1.08867, 2.53414, 1.06633, 2.41655, 1.48794, 2.54867, 1.23992, 2.65951, 1.34554, 2.86266, 1.40307
