,principal component 1,principal component 2,1,2,3,4,5,6,7,8,9,10,Cluster
0,0.8253321178142592,-0.9410834541959114,6.5072446819852985,7.492392111096847,5.948549015756947,3.200774478267034,6.558497733207743,1.2742656198038937,1.3843886060674848,3.1983336122080086,0.6491944228402826,0.774475710181909,9
1,0.4896948799108035,-0.0835227101591848,5.621030802223373,7.3123122885180045,5.289272202189042,2.360557119359601,6.305332386673398,1.2917789990210413,1.0157835219754112,2.9368638188447833,0.482689781411933,1.6811743142938598,9
2,-1.2572660500842912,0.9623653969711221,3.785618512057003,8.513865293993335,3.3025594668223435,0.4819150089650288,4.9319276954393745,2.0960629565501883,2.7646914970773855,4.323544770409593,2.173971060170384,3.584085451286832,4
3,0.29429536426971903,-0.10427869523969428,5.518481363698961,7.4934933212475805,5.115006799738825,2.2293173950452267,6.1091782994592485,1.1418286816981402,1.2055371990138097,3.1182466821072916,0.4313877292868745,1.7645626288393295,9
4,-0.4570302370391728,-0.4772505937537192,5.4322203809995235,8.331773275752075,4.600585386938361,2.1004406749165363,5.312140335339794,0.4942336984603049,2.0411171057847497,3.9568034910152865,0.778025311252297,2.0527632741180666,6
5,2.411059835961565,1.215312493686667,6.240140724089506,5.005657403477982,6.886237698525164,3.7303491248370197,8.468545709991641,3.5998973503375806,1.3395699441151856,0.6529453952812746,2.727785655315597,3.000657338699761,8
6,-1.786065139591944,1.477253738177869,3.0938156586327796,8.89070157769512,2.6840374030899574,0.4749930019091177,4.719679324564678,2.7901344020661707,3.421279657540336,4.83560022093269,2.911993383444328,4.322114011473775,4
7,-0.1559399422239028,-0.7060959008115464,5.777585810250936,8.182578674909262,4.975825818791111,2.438854067932958,5.589840687582273,0.3950017996734777,1.8793750305331134,3.811676797396397,0.5046898734815591,1.6765001846456848,6
8,0.5505258347010233,-0.6804048715328872,6.13520288716618,7.56983611931559,5.585338040481947,2.8233851458885844,6.2963518189462055,1.0406164740796682,1.3196961849232038,3.2242026142099647,0.2735420688193405,1.1491963631044266,9
9,0.7659880093629595,-1.153256445930996,6.64623524419013,7.666632240979048,5.997875358676571,3.3242504943065287,6.496997757512258,1.2280980163374688,1.6017046755428876,3.393754487446709,0.7630289009997858,0.6616547532829598,10
10,3.187958668071403,1.304799705443706,6.884976194739171,4.280700055608244,7.654130317694938,4.502471763879861,9.240976488214868,4.290162994894205,2.0238888516679454,0.14988267622770063,3.4083013778577667,3.4445787257071254,8
11,1.030859274688588,-0.8504320977334773,6.558419276333172,7.27309805931349,6.091424190492444,3.277539070820084,6.7668777833154135,1.4843700969291411,1.2219832715160182,2.9915181215713456,0.7787641291471423,0.7583648147936362,10
12,0.5695240064154121,-0.7467661290133806,6.200358090390529,7.590684705384375,5.6321482693013625,2.8859361614391186,6.3110978591941365,1.0425863467764438,1.3578738462487379,3.252072649010584,0.32817020044259065,1.0863232191286227,9
13,-1.650144323781615,1.3139113430680203,3.297959305071521,8.797034920495294,2.8427979940212964,0.3608567572325776,4.748307833579992,2.581952204837711,3.2393886424897707,4.69843735250264,2.700980349548859,4.110640614952083,4
14,-5.694719812680902,-0.6938996092512015,5.694532169265085,13.245313781399343,2.795126169409585,4.8746860011621385,0.42148790314508816,5.253482119941532,7.192617353251647,8.980505027992711,6.015670991679657,7.032492910465143,5
15,0.4047976087921137,-0.6971253073505784,6.065858388712166,7.701092417371901,5.462914877403493,2.742442194341416,6.149821875712949,0.8963669677846468,1.432434596695421,3.348598892387918,0.18352682056542557,1.2354020505006447,9
16,-0.6370471731171808,-1.1958434646716127,6.003396410741799,8.848149568596618,4.854056302858615,2.7220753593745037,5.0945031058975525,0.2930737265805713,2.5530651865883547,4.483921309749683,1.1621100245819382,1.9558460643712445,6
17,3.294049558102416,1.3627035096583864,6.955646976109065,4.1599013343808355,7.756450502551595,4.607166031726375,9.35856654768158,4.410817944312121,2.144736484360179,0.24600300153948101,3.5288748474527196,3.55193014133148,8
18,-3.3955001816312276,5.517861546630821,1.2586774545481898,10.47337494627871,3.8561549142154172,4.578100060916907,7.030889998959847,7.127064802384591,7.102122632712121,7.669344731954667,7.1016293926250125,8.489227347041181,1
19,-0.3507101709064347,0.2563105294068947,4.853545965960607,7.9125197445990185,4.382944363860055,1.5260055873656833,5.551903167883772,1.2316166015221721,1.7795558113650733,3.57308078253863,1.0365484368773463,2.4473795602735655,9
20,-0.33294438679249144,-1.0421160604992041,5.991449316871045,8.50877832204528,5.007300002979822,2.669427654283014,5.398422137296948,0.13553207464584094,2.2173595370117227,4.146680319235069,0.8258558418632866,1.6991062447363052,6
21,-0.6738286155839867,-0.690907639266959,5.527211859871781,8.624414136938684,4.5280950458785965,2.225609518263196,5.0747154382946125,0.35975402004618295,2.3260614995575146,4.248911773235387,1.0048537066761467,2.1438737583642373,6
22,-0.7367911446518614,-0.25734891487648953,5.1089665949102345,8.479964953114091,4.248856528177776,1.7933618403220146,5.067009879535094,0.7700363263777875,2.2368483583036536,4.115418753671455,1.0915369033589755,2.4068554927454566,6
23,2.358364422940604,0.8746438707045942,6.372217683207085,5.214079149056757,6.871699997088921,3.714264047877093,8.33007071923709,3.3595858440434863,1.0906735598110702,0.8425913935049313,2.479237047229437,2.6663281484509214,8
24,0.8959387267859452,0.03623917578806722,5.792710761070416,6.899784911346843,5.631666982891518,2.617372901409804,6.725884772656921,1.6801997654871714,0.5963151276274605,2.525956695053881,0.8119767900524405,1.647931930809917,7
25,0.13036794414294822,-0.7518411913659047,5.9626653391829,7.962044556460356,5.247054311664022,2.6250254533713755,5.872425741580518,0.6191796010105333,1.6737819588128544,3.600996575519797,0.28733329261894863,1.4113170169315437,9
26,0.2070430403225866,-0.09406148788036092,5.458568431293814,7.565427943691874,5.030317733216611,2.160002287393017,6.024863784691572,1.0952513671083905,1.2847326726202029,3.1908986312935284,0.4548612151743872,1.8231532214747919,9
27,-0.022864533720914203,-0.7781524533702864,5.906365949394338,8.106073136872768,5.127074650767377,2.566740511797204,5.717887500033264,0.4675216787718556,1.8108210286302773,3.7412009040774863,0.41941497124770083,1.5253149214408694,9
28,-0.27253781162020196,0.3811501115347774,4.793487511935635,7.790743344574019,4.41420056676975,1.4849012912838109,5.659380138440668,1.3639693069453955,1.7024099893619968,3.4615011825701254,1.0904180838851056,2.4921298213935974,9
29,0.8296448512882848,-1.070673061816403,6.615008938232892,7.566072673293068,6.013335064590724,3.301154927237955,6.5606769513085235,1.2820656966330275,1.5003810737994614,3.2898356058249805,0.7401966316091142,0.6714518154331052,10
30,2.934920480826686,1.4151170799537671,6.6091972462824025,4.448415398204071,7.394970229756726,4.247449259446095,9.02728421947576,4.140476497431918,1.8714421379340471,0.12647028188548382,3.26291978841026,3.40746628372949,8
31,-0.7363943930947013,-1.4262080019662648,6.178734788982588,9.055290720483818,4.924580386267075,2.924611886224928,5.004254797418308,0.5382201231394577,2.7718192035520186,4.698683564022141,1.3812509329157998,2.0247451561906735,6
32,-0.4568248405895829,-1.0287404015060226,5.925251777011739,8.606991080842636,4.898201585317935,2.6138585809210992,5.274751693028723,0.057919387601088904,2.3092214865367824,4.2407481943677094,0.9195029842716378,1.8212614203411068,6
33,0.05594039768348616,0.4211009344717549,4.956216053369128,7.474018167298386,4.714312176168862,1.7067248619062694,5.986938176645497,1.4810892423094337,1.3771243756289033,3.1355828972475943,0.9915583536497504,2.3352635598845053,9
34,0.7087111398879639,-0.3045394852635853,5.9303699809816335,7.23480936638677,5.574329174553697,2.6706522087524696,6.490255773994779,1.335673739450082,0.9430571151890066,2.8703334511280207,0.452865863322836,1.385771067196831,9
35,-0.20656114790065783,-0.7835333381584358,5.820648161901515,8.265768875659441,4.97213856780202,2.4843568106886336,5.534194466837752,0.30637863966034223,1.9640790894228457,3.896356958015579,0.5812430806866139,1.682812093457112,6
36,-0.3854018201851378,-1.0127462894482722,5.941893702329708,8.53779473985388,4.947456314517711,2.623133651524219,5.346444031209321,0.07549217726065419,2.2418579744938816,4.1728015101373,0.8510261993226195,1.7580990379168169,6
37,2.5166849145505568,0.9828828918003538,6.4492051407905695,5.022889290606635,7.015022491621615,3.856454451690178,8.509918346999646,3.5513405817234234,1.282250989390313,0.6508259913320364,2.6710186489342895,2.8310145476696533,8
38,-0.010799044723750637,-1.091487388291215,6.184817762277639,8.264768813839202,5.302174996252035,2.8475156523258653,5.720134735685461,0.45394244502063574,2.0053076419980855,3.9191666570894452,0.6468263769255772,1.37840649085074,6
39,0.2843836428929625,-1.0263559683992325,6.2771766467158425,7.983511643683096,5.517894982543088,2.939092737950336,6.0159098061572465,0.7350126537685305,1.755329716698228,3.650510276194218,0.4925963697489573,1.1353313263508398,9
40,-0.27378588753093686,-1.0764149715823355,6.048616109287896,8.477079945327109,5.075465263648715,2.7233722026964426,5.457232526927827,0.2039019657515159,2.1921243099684706,4.118772608255327,0.8027358383036458,1.6323230493080283,6
41,0.9350977509112662,-0.34553158795983246,6.105810685386058,7.064881103117951,5.799556235003035,2.8711596083395112,6.710117809907763,1.5186407205824073,0.8164063358825501,2.714571091996447,0.6447056765562938,1.2687169329283732,9
42,0.11037811073709144,-1.2525285576800564,6.384431284499979,8.255237977432817,5.492129932636218,3.046330439202436,5.8429146216198315,0.625661557091307,2.0403356037130633,3.930432004851884,0.7472320497827978,1.2141962534453572,6
43,-0.5291795862923602,-0.71828877583753,5.614209352791358,8.511519667664752,4.664173135883475,2.2970669698240744,5.216727670934202,0.2656479310222359,2.2087725662083346,4.136474496210944,0.8676193435579229,2.0009266967687798,6
44,1.9269805721486892,0.6396464036481458,6.151734972808296,5.70519312398624,6.482811565214038,3.3371020722645306,7.856059608280972,2.87032427890803,0.6005754359520679,1.3318469783609443,1.991430692225072,2.2970583436051037,7
